"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G63360",1.76062594393256,-2.09358469700901,1.57234473622039,-1.33150488489031,0.183022938739272,NA
"AT1G33330",116.914520833184,0.0985395858537947,0.217767460660809,0.452499127072425,0.650909449959942,0.841168163050884
"AT1G74929",0,NA,NA,NA,NA,NA
"AT1G63430",982.286664918722,-0.095095745507925,0.135248381343832,-0.703119287366332,0.481981413305456,0.730557163509417
"AT1G80720",130.537520578199,-0.306596510227911,0.260262803208422,-1.17802661943353,0.238785994154488,0.504472512391103
"AT1G69770",860.542880577793,-0.0822563970004869,0.160420284118535,-0.5127555873153,0.608122300413276,0.81597199498837
"AT1G08460",512.322915488903,-0.119176520637366,0.116565206612295,-1.02240217386443,0.306590592067408,0.576500464577284
"AT1G78710",0.347079339226668,1.94742268746873,3.70061987278919,0.526242293024531,0.598719872190641,NA
"AT1G08610",122.002545608947,-0.0992907352043145,0.203757981654722,-0.487297402526138,0.626047588187073,0.826487492686297
"AT1G17540",4.32291637818394,1.00997432060552,1.01959346521811,0.990565705900696,0.321897690323257,0.59226565919659
"AT1G27380",136.867476232169,0.95377413770494,0.254743979736443,3.74404976593248,0.000181077763115602,0.00248179032315422
"AT1G58643",0,NA,NA,NA,NA,NA
"AT1G48953",0.517537950312006,2.52555831550869,3.26354324287804,0.773870032523747,0.439007652762858,NA
"AT1G51440",94.8539229898378,-0.966296462156095,0.461158344037629,-2.09536805448596,0.0361382870346307,0.150540355007262
"AT1G18871",0,NA,NA,NA,NA,NA
"AT1G25210",0,NA,NA,NA,NA,NA
"AT1G21610",945.234659060786,-0.0722259163067447,0.126651178289423,-0.570274333663869,0.568491646211148,0.791423808703979
"AT1G79710",339.577837003335,0.236394104950775,0.185432498236857,1.27482564921724,0.202370960048763,0.458049201898719
"AT1G80840",19463.1582319699,0.742731870146806,0.323429173216454,2.29642818784852,0.0216514108078031,0.104248242227937
"AT1G71300",1.30508396442229,-1.50497387490808,2.17635770017848,-0.691510349968969,0.489244878765606,NA
"AT1G49490",61.2900501185431,-0.311563577262666,0.292472976960566,-1.0652730399249,0.286752389286031,0.556473682740172
"AT1G23645",0,NA,NA,NA,NA,NA
"AT1G09795",363.372119682331,0.347496666249564,0.145253299629007,2.39234955169424,0.0167408899649476,0.086572727602311
"AT1G48690",76.5452008031137,-0.727321880103688,0.27732602843132,-2.62262393550922,0.00872555258496604,0.0536987410142841
"AT1G49570",2602.13582400835,-1.48952675854842,0.287718966039777,-5.17701971145864,2.25458404139138e-07,7.93730136187415e-06
"AT1G68470",406.913250071189,0.563012161830084,0.308172553133321,1.82693804527918,0.0677090851265762,0.230441415442503
"AT1G75580",17.8126787231067,-0.713948615824995,0.45398597878481,-1.57262261212567,0.115806228629243,0.325632172166255
"AT1G26400",0.692804005607991,1.57413718967899,2.52503713370231,0.623411501030455,0.533014142087008,NA
"AT1G72980",0,NA,NA,NA,NA,NA
"AT1G59970",447.22204346221,0.229869047115573,0.199865824354374,1.15011682391484,0.250095757944198,0.517822969797622
"AT1G11520",0,NA,NA,NA,NA,NA
"AT1G30640",1017.88095831568,1.07367572266131,0.197115193674275,5.4469455278801,5.12421474036482e-08,2.10692240796284e-06
"AT1G26440",884.855143137672,-0.0712677025151055,0.158566484062736,-0.449449976370219,0.653107086337893,0.842519081795273
"AT1G51320",0.143875494645823,-0.90044440312473,4.0804728567969,-0.220671582614463,0.825348159790731,NA
